"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Lima Laurentino J.S.; da Silva Brito R.C.; de Oliveira-Silva R.T.; Soares A.; da Conceição Pereira T.; de Lima E.M.; Venâncio Dos Santos A.B.M.; de Araújo Palmeira P.","Lima Laurentino, Jackson Silva (57934112000); da Silva Brito, Renatha Celiana (59326445600); de Oliveira-Silva, Rônisson Thomas (59326258500); Soares, Amanda (59095877800); da Conceição Pereira, Thaís (59325200500); de Lima, Elisiandre Martins (59325375200); Venâncio Dos Santos, Ana Beatriz Macêdo (59325728500); de Araújo Palmeira, Poliana (57193163118)","57934112000; 59326445600; 59326258500; 59095877800; 59325200500; 59325375200; 59325728500; 57193163118","Association between food insecurity and chronic noncommunicable diseases in Brazil: a systematic review; [Associação entre insegurança alimentar e doenças crônicas não transmissíveis no Brasil: uma revisão sistemática]","2024","Revista Brasileira de Epidemiologia","27","","e240041","","","","0","10.1590/1980-549720240041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203822949&doi=10.1590%2f1980-549720240041&partnerID=40&md5=8bb907659de5d28d49d16c6d979b99c0","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85203822949"
"Côrtes J.C.; de Oliveira D’Antona Á.; Perz S.","Côrtes, Julia Corrêa (56286225100); de Oliveira D’Antona, Álvaro (58891101400); Perz, Stephen (7004599551)","56286225100; 58891101400; 7004599551","Extended families and demographic explanations for land use-cover change in the Brazilian Amazon","2024","Population and Environment","46","1","4","","","","1","10.1007/s11111-024-00445-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185249169&doi=10.1007%2fs11111-024-00445-8&partnerID=40&md5=ea40a16c15c44d07b57abc949702db9f","Article","Final","","Scopus","2-s2.0-85185249169"
"da Penha A.D.L.T.; Bonato S.V.; Passos J.B.; Fernandes E.D.S.; Kulpa C.; ten Caten C.S.","da Penha, Alex de Lima Teodoro (58549972300); Bonato, Samuel Vinícius (56023219300); Passos, Joana Baleeiro (24279994500); Fernandes, Eduardo da Silva (57196847771); Kulpa, Cínthia (55803551200); ten Caten, Carla Schwengber (6506619397)","58549972300; 56023219300; 24279994500; 57196847771; 55803551200; 6506619397","Navigating the Urgency: An Open Innovation Project of Protective Equipment Development from a Quadruple Helix Perspective","2024","Sustainability (Switzerland)","16","4","1636","","","","1","10.3390/su16041636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185938511&doi=10.3390%2fsu16041636&partnerID=40&md5=f544fdbf55023d480ca67dfa0b226d8d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85185938511"
"Mascarenhas Z.M.G.; Piao Z.; Vasconcelos K.L.; Poulikakos L.D.; Bernucci L.L.B.","Mascarenhas, Zila M.G. (57212452691); Piao, Zhengyin (57201033277); Vasconcelos, Kamilla L. (23486897300); Poulikakos, Lily D. (6506136366); Bernucci, Liedi L.B. (57193672602)","57212452691; 57201033277; 23486897300; 6506136366; 57193672602","Comparative environmental performance of pavement structures considering recycled materials and regional differences","2023","Science of the Total Environment","858","","159862","","","","17","10.1016/j.scitotenv.2022.159862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141755396&doi=10.1016%2fj.scitotenv.2022.159862&partnerID=40&md5=2d4552b1a6112806393d4577656ffcba","Article","Final","","Scopus","2-s2.0-85141755396"
"Trevisan Y.P.A.; do Bom Parto Ferreira de Almeida A.; Nakazato L.; dos Anjos Pacheco T.; de Souza J.I.; Canei D.H.; Pereira M.E.; Maia M.O.; Pacheco R.C.; Sousa V.R.F.","Trevisan, Yolanda Paim Arruda (55995144200); do Bom Parto Ferreira de Almeida, Arleana (56009431300); Nakazato, Luciano (6506670117); dos Anjos Pacheco, Thabata (56085871500); de Souza, Jéssica Iglesias (57221421373); Canei, Darlan Henrique (57215004366); Pereira, Mariana Elisa (57214993446); Maia, Maerle Oliveira (57202250397); Pacheco, Richard Campos (57226717827); Sousa, Valéria Régia Franco (26633187900)","55995144200; 56009431300; 6506670117; 56085871500; 57221421373; 57215004366; 57214993446; 57202250397; 57226717827; 26633187900","Frequency of Giardia duodenalis infection and its genetic variability in dogs in Cuiabá, Midwest Brazil","2021","Journal of Infection in Developing Countries","14","12","","1431","1436","5","5","10.3855/jidc.13095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099100824&doi=10.3855%2fjidc.13095&partnerID=40&md5=33945739858e006f640904e2d0c0612e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85099100824"
"Silva J.P.; Giehl C.J.; Cardinal K.M.; Andretta I.; Ribeiro A.M.L.","Silva, Jéssica Pereira (57942928600); Giehl, Carlo Juliantro (58570131900); Cardinal, Kátia Maria (56613242000); Andretta, Ines (23491465700); Ribeiro, Andréa Machado Leal (57196572848)","57942928600; 58570131900; 56613242000; 23491465700; 57196572848","Different life cycle assessment methods and causes of variation in estimates of global warming in chicken and pork production systems: A critical systematic review","2023","Livestock Science","276","","105320","","","","5","10.1016/j.livsci.2023.105320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170417962&doi=10.1016%2fj.livsci.2023.105320&partnerID=40&md5=3f440fef0b90693ec76d319b77752025","Review","Final","","Scopus","2-s2.0-85170417962"
"de Moura I.E.M.O.; Neto J.M.M.; da Silva E.A.","de Moura, Italo Emmanoel Mesquita Oliveira (58560519200); Neto, José Machado Moita (7103353038); da Silva, Elaine Aparecida (53663381500)","58560519200; 7103353038; 53663381500","Environmental performance of a household laundry cycle","2024","International Journal of Life Cycle Assessment","29","10","","1765","1778","13","0","10.1007/s11367-024-02339-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196616906&doi=10.1007%2fs11367-024-02339-1&partnerID=40&md5=3f58d2cd4245257b02338ddad136a831","Article","Final","","Scopus","2-s2.0-85196616906"
"Rocha J.H.A.; de Siqueira A.A.; de Oliveira M.A.B.; Castro L.D.S.; Caldas L.R.; Monteiro N.B.R.; Toledo Filho R.D.","Rocha, Joaquin Humberto Aquino (57204908872); de Siqueira, Andréia Arenari (57387298300); de Oliveira, Marco Antonio Barbosa (57204461241); Castro, Lucas da Silva (58113320300); Caldas, Lucas Rosse (57218205013); Monteiro, Nathalie Barbosa Reis (57201667437); Toledo Filho, Romildo Dias (57220045646)","57204908872; 57387298300; 57204461241; 58113320300; 57218205013; 57201667437; 57220045646","Circular Bioeconomy in the Amazon Rainforest: Evaluation of Açaí Seed Ash as a Regional Solution for Partial Cement Replacement","2022","Sustainability (Switzerland)","14","21","14436","","","","13","10.3390/su142114436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148654884&doi=10.3390%2fsu142114436&partnerID=40&md5=8f2bb887128c3ef19bd08439452181d8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85148654884"
"Lippi D.L.; Coxey M.S.; Rooker J.R.; Rezende S.M.; Dance M.A.; Gaspar A.L.B.; Maida M.; Ferreira B.P.","Lippi, Daniel Lino (56183613500); Coxey, Mariana Sofia (55523454200); Rooker, Jay R. (7004021144); Rezende, Sérgio Magalhães (52264402300); Dance, Michael A. (43461198300); Gaspar, Ana Lídia Bertoldi (55313076200); Maida, Mauro (35986557400); Ferreira, Beatrice Padovani (7007036703)","56183613500; 55523454200; 7004021144; 52264402300; 43461198300; 55313076200; 35986557400; 7007036703","Use of acoustic telemetry to evaluate fish movement, habitat use, and protection effectiveness of a coral reef no-take zone (NTZ) in Brazil","2022","Marine Ecology Progress Series","688","","","113","131","18","7","10.3354/meps14020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130156179&doi=10.3354%2fmeps14020&partnerID=40&md5=8489a92933772eda9b9c80cafceb1ba6","Article","Final","","Scopus","2-s2.0-85130156179"
"Batista dos Santos G.Z.; Caldas L.R.; Filho J.D.A.M.; Rafael S.I.M.; da Silva N.M.","Batista dos Santos, Géssica Zila (57223354955); Caldas, Lucas Rosse (57218205013); Filho, João de Almeida Melo (25924178700); Rafael, Sandra Isabel Moreira (54881981300); da Silva, Neliton Marques (24449199500)","57223354955; 57218205013; 25924178700; 54881981300; 24449199500","Environmental performance of a cement composite reinforced with vegetable fibers cultivated in the Brazilian Amazon","2022","Cleaner and Circular Bioeconomy","3","","100034","","","","4","10.1016/j.clcb.2022.100034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163278989&doi=10.1016%2fj.clcb.2022.100034&partnerID=40&md5=be78cff0ca19b72c5a44fb1b6b9e8715","Article","Final","","Scopus","2-s2.0-85163278989"
"Hentges T.I.; Machado da Motta E.A.; Valentin de Lima Fantin T.; Moraes D.; Fretta M.A.; Pinto M.F.; Spiering Böes J.","Hentges, Tatiane Isabel (57215876649); Machado da Motta, Elaine Aparecida (57292558300); Valentin de Lima Fantin, Tania (57292785400); Moraes, Deivid (57291194400); Fretta, Mauro Acir (57292328000); Pinto, Milena Fabiani (57292785500); Spiering Böes, Jeferson (57292328100)","57215876649; 57292558300; 57292785400; 57291194400; 57292328000; 57292785500; 57292328100","Circular economy in Brazilian construction industry: Current scenario, challenges and opportunities","2022","Waste Management and Research","40","6","","642","653","11","17","10.1177/0734242X211045014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116865861&doi=10.1177%2f0734242X211045014&partnerID=40&md5=69f507b82d7c61c78f4384e420d9b037","Article","Final","","Scopus","2-s2.0-85116865861"
"Souza L.; Rodrigues R.C.; Atem C.; Duarte R.","Souza, Lucas (57477917800); Rodrigues, Ricardo Cesar (57478293900); Atem, Camila (57216784102); Duarte, Rovenir (57477408100)","57477917800; 57478293900; 57216784102; 57477408100","Diagrammatic Information and Environmental Parameters: Decision Making in the Early Design Phases","2021","ZEMCH International Conference","","","","929","939","10","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125806019&partnerID=40&md5=7578d5eb47cad9ea4b33c2291ea49436","Conference paper","Final","","Scopus","2-s2.0-85125806019"
"de Medeiros Neto J.L.; De Souza R.J.; dos Santos C.A.C.; Batista de Carvalho J.; Alves D.N.L.","de Medeiros Neto, João Luiz (59169604300); De Souza, Ronelly José (57216923585); dos Santos, Carlos Antônio Cabral (56957756800); Batista de Carvalho, Jeane (59506113800); Alves, Daniel Nicolau Lima (57218297114)","59169604300; 57216923585; 56957756800; 59506113800; 57218297114","Life Cycle Assessment and Exergoenvironmental Analysis of a Double-Effect Vapor Absorption Chiller Using Green Hydrogen, Natural Gas, and Biomethane","2025","Sustainability (Switzerland)","17","1","63","","","","0","10.3390/su17010063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214521689&doi=10.3390%2fsu17010063&partnerID=40&md5=5a0bf845e55f0e3393aa0a59ccc058d4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85214521689"
"de Lara B.L.E.; Penteado C.S.G.","de Lara, Beatriz Leão Evangelista (57654566700); Penteado, Carmenlucia Santos Giordano (56940476800)","57654566700; 56940476800","Environmental assessment of construction waste prevention: A case study in a social housing project in Southeast Brazil","2024","Cleaner Waste Systems","8","","100145","","","","4","10.1016/j.clwas.2024.100145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188512137&doi=10.1016%2fj.clwas.2024.100145&partnerID=40&md5=4de26da186904cc2358f36e404219bee","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85188512137"
"Leão A.S.; Araujo M.C.; de Jesus T.B.; Almeida E.D.S.","Leão, Adriano Souza (57222041028); Araujo, Monique Cerqueira (57222035302); de Jesus, Thiago Barbosa (57222044974); Almeida, Edna dos Santos (55412280800)","57222041028; 57222035302; 57222044974; 55412280800","Is the Soil-Cement Brick an Ecological Brick? An Analysis of the Life Cycle Environmental and Energy Performance of Masonry Walls","2022","Sustainability (Switzerland)","14","19","12735","","","","3","10.3390/su141912735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139950928&doi=10.3390%2fsu141912735&partnerID=40&md5=6a98d39d885f7021eab7fbe3742071a3","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85139950928"
"da Silva A.G.; Souza J.B.; Gomes C.S.; da Silva T.P.R.; Gomide Nogueira de Sá A.C.M.; Malta D.C.","da Silva, Alanna Gomes (57201069954); Souza, Juliana Bottoni (57191747986); Gomes, Crizian Saar (56069970300); da Silva, Thales Philipe Rodrigues (58966929200); Gomide Nogueira de Sá, Ana Carolina Micheletti (57211324345); Malta, Deborah Carvalho (15835283500)","57201069954; 57191747986; 56069970300; 58966929200; 57211324345; 15835283500","Multiple behavioral risk factors for non-communicable diseases among the adolescent population in Brazil: the analysis derived from the Brazilian national survey of school health 2019","2024","BMC Pediatrics","24","1","122","","","","5","10.1186/s12887-024-04601-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185231912&doi=10.1186%2fs12887-024-04601-9&partnerID=40&md5=5b075906bd36071bb88b0c86dc7fcffb","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85185231912"
"Muneron L.M.; Hammad A.W.; Najjar M.K.; Haddad A.; Vazquez E.G.","Muneron, Letícia M. (57279974000); Hammad, Ahmed WA. (56430620200); Najjar, Mohammad K. (57196401656); Haddad, Assed (23012063300); Vazquez, Elaine G. (54796275200)","57279974000; 56430620200; 57196401656; 23012063300; 54796275200","Comparison of the environmental performance of ceramic brick and concrete blocks in the vertical seals' subsystem in residential buildings using life cycle assessment","2021","Cleaner Engineering and Technology","5","","100243","","","","23","10.1016/j.clet.2021.100243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115991684&doi=10.1016%2fj.clet.2021.100243&partnerID=40&md5=d168aeb96b570d97e87df017d7306989","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85115991684"
"Pérez-Alarcón A.; Coll-Hidalgo P.; Fernández-Alvarez J.C.; Sorí R.; da Rocha R.P.; Reboita M.S.; Nieto R.; Gimeno L.","Pérez-Alarcón, Albenis (57218673482); Coll-Hidalgo, Patricia (57226063572); Fernández-Alvarez, José C. (57212278158); Sorí, Rogert (57193382378); da Rocha, Rosmeri Porfírio (7003351590); Reboita, Michelle Simões (34969469300); Nieto, Raquel (7003482642); Gimeno, Luis (57211811048)","57218673482; 57226063572; 57212278158; 57193382378; 7003351590; 34969469300; 7003482642; 57211811048","Quantifying the related precipitation and moisture sources in the lifecycle of subtropical cyclones in the South Atlantic basin","2024","Quarterly Journal of the Royal Meteorological Society","150","762","","2765","2782","17","4","10.1002/qj.4734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189978491&doi=10.1002%2fqj.4734&partnerID=40&md5=90db787e3066f6236378ca55afb50db8","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85189978491"
"Mirosevic E.; Romão É.L.; Kasemodel M.C.","Mirosevic, Ellen (59390557800); Romão, Érica Leonor (6602794975); Kasemodel, Mariana Consiglio (56401173300)","59390557800; 6602794975; 56401173300","Socioeconomic impact assessment during the stages of building and operating hydropower plants in the Legal Amazon Region; [Análise dos impactos socioeconômicos nas etapas de construção e operação de usinas hidrelétricas na Amazônia Legal]","2023","Revista Brasileira de Ciencias Ambientais","58","3","","437","446","9","0","10.5327/Z2176-94781720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207832362&doi=10.5327%2fZ2176-94781720&partnerID=40&md5=0415b1c69bf913bf50b02f769f5bd444","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85207832362"
"Barbieri A.F.","Barbieri, Alisson F. (11940724400)","11940724400","Sustainability of Colonist Land Uses in the Amazon: A Demo-Livelihoods Perspective","2023","Sustainability (Switzerland)","15","19","14116","","","","1","10.3390/su151914116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174151243&doi=10.3390%2fsu151914116&partnerID=40&md5=a6194da5dd51690ddd0485a29519e24a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85174151243"
"Munguba C.F.L.; Leite G.N.P.; Ochoa A.A.V.; Michima P.S.A.; Silva H.C.N.; Vilela O.C.; Kraj A.","Munguba, C.F.L. (59034278700); Leite, G.N.P. (58528823900); Ochoa, A.A.V. (56379791500); Michima, P.S.A. (56349094300); Silva, H.C.N. (57207451996); Vilela, O.C. (6603120236); Kraj, A. (23485340600)","59034278700; 58528823900; 56379791500; 56349094300; 57207451996; 6603120236; 23485340600","Enhancing cost-efficiency in achieving near-zero energy performance through integrated photovoltaic retrofit solutions","2024","Applied Energy","367","","123307","","","","6","10.1016/j.apenergy.2024.123307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192164133&doi=10.1016%2fj.apenergy.2024.123307&partnerID=40&md5=d1b83480d10c6fbfaf1aed3a2042477c","Article","Final","","Scopus","2-s2.0-85192164133"
